ORIGEM	DESTINO	Faixa Et†ria	Escolaridade	Renda Familiar	Periodo do dia	Motivo	Principal Modal	Fez Integraá∆o?	Se sim, qual modal?	Tempo de Viagem	Frequància
S∆o Lu°s - Cohama	S∆o Lu°s - Cidade Oper†ria	18 a 24 anos	Ensino Superior incompleto	Entre 2 e 4 sal†rios m°nimos	Tarde (12h - 18h)	Estudo	‚nibus	NAO		Entre 30 min e 1h	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Cidade Oper†ria	18 a 24 anos	Ensino Superior incompleto	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Estudo	‚nibus	SIM	‚nibus	Entre 30 min e 1h	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Cidade Oper†ria	18 a 24 anos	Ensino Superior incompleto	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Estudo	‚nibus	NAO		Entre 30 min e 1h	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Cidade Oper†ria	18 a 24 anos	Ensino Superior incompleto	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Estudo	‚nibus	SIM	‚nibus	Entre 30 min e 1h	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Cidade Oper†ria	18 a 24 anos	Ensino Superior incompleto	AtÇ 1 sal†rio m°nimo	Tarde (12h - 18h)	Estudo	‚nibus	SIM	‚nibus	Entre 1 e 1h30	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Cidade Oper†ria	18 a 24 anos	Ensino MÇdio completo	Entre 2 e 4 sal†rios m°nimos	Tarde (12h - 18h)	Trabalho	‚nibus	SIM	‚nibus, Carona com alguÇm	Entre 30 min e 1h	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Cidade Oper†ria	18 a 24 anos	Ensino MÇdio completo	Entre 4 e 10 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	SIM	‚nibus, Carona com alguÇm	Entre 30 min e 1h	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Cidade Oper†ria	25 a 34 anos	Ensino Superior incompleto	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Estudo	‚nibus	SIM	‚nibus, Moto-t†xi	Entre 30 min e 1h	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Cidade Oper†ria	18 a 24 anos	Ensino Superior incompleto	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Estudo	‚nibus	SIM	‚nibus	Entre 30 min e 1h	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Cidade Oper†ria	18 a 24 anos	Ensino Superior incompleto	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Estudo	‚nibus	NAO		Entre 30 min e 1h	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Cidade Oper†ria	18 a 24 anos	Ensino MÇdio completo	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Estudo	‚nibus	NAO		Entre 30 min e 1h	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Cidade Oper†ria	35 a 44 anos	Ensino Superior incompleto	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Estudo	‚nibus	NAO		Entre 30 min e 1h	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Cidade Oper†ria	25 a 34 anos	Ensino Superior incompleto	Entre 2 e 4 sal†rios m°nimos	Tarde (12h - 18h)	Trabalho	‚nibus	SIM	‚nibus	Entre 15 e 30 min	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Cidade Oper†ria	18 a 24 anos	Ensino MÇdio completo	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	SIM	‚nibus	Entre 30 min e 1h	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Cidade Oper†ria	Menos de 18 anos	Ensino MÇdio incompleto	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Estudo	‚nibus	SIM	‚nibus	Entre 30 min e 1h	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Cidade Oper†ria	Menos de 18 anos	Ensino Fundamental completo	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Estudo	‚nibus	SIM	‚nibus	Entre 1 e 1h30	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Cidade Oper†ria	18 a 24 anos	Ensino MÇdio completo	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	SIM	‚nibus	Entre 30 min e 1h	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Cidade Oper†ria	Menos de 18 anos	Ensino Fundamental completo	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Estudo	‚nibus	SIM	‚nibus	Entre 30 min e 1h	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Cidade Oper†ria	35 a 44 anos	Ensino MÇdio incompleto	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	SIM	‚nibus	Entre 30 min e 1h	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Cidade Oper†ria	18 a 24 anos	Ensino Superior incompleto	AtÇ 1 sal†rio m°nimo	Madrugada (00h - 5h)	Estudo	‚nibus	SIM	‚nibus	Entre 30 min e 1h	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Cidade Oper†ria	45 a 59 anos	Ensino Fundamental incompleto	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Estudo	‚nibus	NAO		Entre 30 min e 1h	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Cidade Oper†ria	25 a 34 anos	Ensino Superior incompleto	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Estudo	‚nibus	NAO		Entre 30 min e 1h	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Cidade Oper†ria	18 a 24 anos	Ensino MÇdio completo	Prefiro n∆o dizer	Manh∆ (5h - 12h)	Estudo	‚nibus	SIM	‚nibus	Entre 30 min e 1h	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Cidade Oper†ria	35 a 44 anos	Ensino Superior incompleto	AtÇ 1 sal†rio m°nimo	Tarde (12h - 18h)	Estudo	‚nibus	NAO		Entre 15 e 30 min	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Cidade Oper†ria	18 a 24 anos	Ensino MÇdio completo	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Estudo	‚nibus	SIM	Carona com alguÇm	Entre 1 e 1h30	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Cidade Oper†ria	35 a 44 anos	Ensino MÇdio completo	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	SIM	‚nibus	Entre 30 min e 1h	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Cidade Oper†ria	18 a 24 anos	Ensino Superior incompleto	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Estudo	‚nibus	NAO		Entre 30 min e 1h	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Cidade Oper†ria	35 a 44 anos	Ensino MÇdio completo	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Entre 15 e 30 min	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Cidade Oper†ria	25 a 34 anos	Ensino MÇdio completo	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Entre 30 min e 1h	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Cidade Oper†ria	18 a 24 anos	Ensino MÇdio completo	Entre 1 e 2 sal†rios m°nimos	Tarde (12h - 18h)	Trabalho	‚nibus	SIM	‚nibus	Entre 30 min e 1h	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Cidade Oper†ria	18 a 24 anos	Ensino Superior incompleto	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Estudo	‚nibus	NAO		Entre 30 min e 1h	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Cidade Oper†ria	18 a 24 anos	Ensino Superior incompleto	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Estudo	‚nibus	NAO		Entre 30 min e 1h	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Cidade Oper†ria	Menos de 18 anos	Ensino MÇdio completo	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Entre 30 min e 1h	Semanalmente
S∆o Lu°s - Cohama	S∆o Lu°s - Cidade Oper†ria	25 a 34 anos	Ensino Superior incompleto	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Entre 15 e 30 min	Semanalmente
S∆o Lu°s - Cohama	S∆o Lu°s - Cidade Oper†ria	25 a 34 anos	Ensino Superior incompleto	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Estudo	‚nibus	NAO		Entre 30 min e 1h	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Cidade Oper†ria	18 a 24 anos	Ensino Superior incompleto	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Estudo	‚nibus	NAO		Entre 30 min e 1h	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Cidade Oper†ria	18 a 24 anos	Ensino Superior incompleto	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Estudo	‚nibus	NAO		Entre 30 min e 1h	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Cidade Oper†ria	25 a 34 anos	Ensino Superior incompleto	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Estudo	‚nibus	NAO		Entre 30 min e 1h	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Cohab	18 a 24 anos	Ensino MÇdio completo	Entre 1 e 2 sal†rios m°nimos	Tarde (12h - 18h)	Estudo	‚nibus	SIM	‚nibus	Entre 30 min e 1h	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Cohab	18 a 24 anos	Ensino Superior completo ou mais	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	SIM	‚nibus	Menos de 15 min	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Cohab	25 a 34 anos	Ensino Superior completo ou mais	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Sa£de (consultas mÇdicas, exames)	‚nibus	SIM	Transporte por aplicativo (Uber, 99)	Menos de 15 min	Raramente
S∆o Lu°s - Cohama	S∆o Lu°s - Cohab	25 a 34 anos	Ensino Superior incompleto	AtÇ 1 sal†rio m°nimo	Tarde (12h - 18h)	Trabalho	‚nibus	NAO		Menos de 15 min	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Cohab	35 a 44 anos	Ensino MÇdio completo	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	SIM	‚nibus	Entre 30 min e 1h	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Cohab	45 a 59 anos	Ensino MÇdio completo	Entre 4 e 10 sal†rios m°nimos	Tarde (12h - 18h)	Trabalho	‚nibus	SIM	‚nibus	Entre 30 min e 1h	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Cohab	25 a 34 anos	Ensino MÇdio completo	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Sa£de (consultas mÇdicas, exames)	‚nibus	SIM		Maior que 2h	2 a 3 vezes ao màs
S∆o Lu°s - Cohama	S∆o Lu°s - Cohab	35 a 44 anos	Ensino MÇdio completo	Prefiro n∆o dizer	Tarde (12h - 18h)	Sa£de (consultas mÇdicas, exames)	‚nibus	SIM	‚nibus	Entre 30 min e 1h	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Cohab	35 a 44 anos	Ensino MÇdio completo	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Entre 30 min e 1h	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Cohab	35 a 44 anos	Ensino MÇdio completo	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Entre 15 e 30 min	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Cohab	25 a 34 anos	Ensino MÇdio completo	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	SIM	‚nibus	Entre 30 min e 1h	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Cohab	25 a 34 anos	Ensino MÇdio completo	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	SIM	‚nibus	Entre 15 e 30 min	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Cohab	25 a 34 anos	Ensino MÇdio completo	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	SIM	‚nibus	Entre 1 e 1h30	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Cohab	25 a 34 anos	Ensino MÇdio completo	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	SIM	‚nibus	Entre 1 e 1h30	Semanalmente
S∆o Lu°s - Cohama	S∆o Lu°s - Cohab	25 a 34 anos	Ensino MÇdio incompleto	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	SIM	‚nibus	Entre 30 min e 1h	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Cohab	60 anos ou mais	Ensino MÇdio completo	Entre 1 e 2 sal†rios m°nimos	Tarde (12h - 18h)	Sa£de (consultas mÇdicas, exames)	‚nibus	SIM	‚nibus	Entre 30 min e 1h	2 a 3 vezes ao màs
S∆o Lu°s - Cohama	S∆o Lu°s - Cohab	35 a 44 anos	Ensino MÇdio completo	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	SIM	‚nibus	Entre 1 e 1h30	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Cohab	25 a 34 anos	Ensino MÇdio completo	Entre 2 e 4 sal†rios m°nimos	Tarde (12h - 18h)	Trabalho	‚nibus	SIM	‚nibus	Entre 15 e 30 min	Semanalmente
S∆o Lu°s - Cohama	S∆o Lu°s - Cohab	35 a 44 anos	Ensino Superior completo ou mais	Entre 2 e 4 sal†rios m°nimos	Tarde (12h - 18h)	Outros	‚nibus	NAO		Entre 30 min e 1h	Raramente
S∆o Lu°s - Cohama	S∆o Lu°s - Cohab	18 a 24 anos	Ensino MÇdio completo	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Entre 30 min e 1h	Semanalmente
S∆o Lu°s - Cohama	S∆o Lu°s - Cohab	45 a 59 anos	Ensino MÇdio completo	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Entre 15 e 30 min	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Cohama	45 a 59 anos	Ensino MÇdio completo	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	SIM	‚nibus	Entre 30 min e 1h	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Cohama	Menos de 18 anos	Ensino MÇdio incompleto	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Lazer / Turismo	‚nibus	NAO	‚nibus, Carona com alguÇm, Moto-t†xi, Bicicleta, A pÇ	Maior que 2h	Raramente
S∆o Lu°s - Cohama	S∆o Lu°s - Cohama	60 anos ou mais	Ensino MÇdio incompleto	Prefiro n∆o dizer	Manh∆ (5h - 12h)	Outros	‚nibus	SIM	‚nibus	Entre 1 e 1h30	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Cohama	25 a 34 anos	Ensino Superior completo ou mais	AtÇ 1 sal†rio m°nimo	Tarde (12h - 18h)	Trabalho	‚nibus	NAO		Menos de 15 min	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Cohama	25 a 34 anos	Ensino Superior incompleto	Entre 1 e 2 sal†rios m°nimos	Tarde (12h - 18h)	Serviáos (Cart¢rio, Detran, etc...)	‚nibus	NAO		Menos de 15 min	1 a 2 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Cohama	25 a 34 anos	Ensino MÇdio completo	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Menos de 15 min	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Cohama	35 a 44 anos	Ensino Superior completo ou mais	Entre 2 e 4 sal†rios m°nimos	Tarde (12h - 18h)	Trabalho	‚nibus	NAO		Entre 30 min e 1h	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Cohama	Menos de 18 anos	Ensino MÇdio completo	AtÇ 1 sal†rio m°nimo	Tarde (12h - 18h)	Estudo	‚nibus	NAO		Menos de 15 min	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Cohama	18 a 24 anos	Ensino Superior incompleto	Entre 1 e 2 sal†rios m°nimos	Tarde (12h - 18h)	Compras (ComÇrcio)	‚nibus	NAO		Menos de 15 min	Raramente
S∆o Lu°s - Cohama	S∆o Lu°s - Cohama	35 a 44 anos	Ensino Superior incompleto	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Compras (ComÇrcio)	‚nibus	NAO		Menos de 15 min	1 a 2 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Cohama	18 a 24 anos	Ensino MÇdio completo	AtÇ 1 sal†rio m°nimo	Tarde (12h - 18h)	Compras (ComÇrcio)	‚nibus	NAO		Menos de 15 min	Raramente
S∆o Lu°s - Cohama	S∆o Lu°s - Cohama	35 a 44 anos	Ensino MÇdio completo	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Entre 15 e 30 min	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Cohama	25 a 34 anos	Ensino MÇdio completo	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Estudo	‚nibus	SIM	‚nibus	Menos de 15 min	Semanalmente
S∆o Lu°s - Cohama	S∆o Lu°s - Cohama	35 a 44 anos	Ensino Superior incompleto	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Menos de 15 min	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Cohama	35 a 44 anos	Ensino MÇdio completo	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Entre 15 e 30 min	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Cohama	45 a 59 anos	Ensino Superior completo ou mais	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO	‚nibus	Entre 15 e 30 min	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Cohama	35 a 44 anos	Ensino MÇdio completo	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Entre 15 e 30 min	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Cohama	18 a 24 anos	Ensino MÇdio completo	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Lazer / Turismo	‚nibus	NAO		Menos de 15 min	Raramente
S∆o Lu°s - Cohama	S∆o Lu°s - Cohama	35 a 44 anos	Ensino MÇdio completo	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Lazer / Turismo	‚nibus	NAO		Entre 15 e 30 min	Raramente
S∆o Lu°s - Cohama	S∆o Lu°s - Cohama	25 a 34 anos	Ensino MÇdio completo	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Lazer / Turismo	‚nibus	NAO		Entre 15 e 30 min	Raramente
S∆o Lu°s - Cohama	S∆o Lu°s - Cohama	35 a 44 anos	Ensino MÇdio completo	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Lazer / Turismo	‚nibus	NAO		Entre 30 min e 1h	Raramente
S∆o Lu°s - Cohama	S∆o Lu°s - Cohama	45 a 59 anos	Ensino Fundamental incompleto	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Lazer / Turismo	‚nibus	NAO		Entre 15 e 30 min	Raramente
S∆o Lu°s - Cohama	S∆o Lu°s - Cohama	35 a 44 anos	Ensino Superior incompleto	Entre 2 e 4 sal†rios m°nimos	Tarde (12h - 18h)	Compras (ComÇrcio)	‚nibus	NAO		Entre 15 e 30 min	Raramente
S∆o Lu°s - Cohama	S∆o Lu°s - Cohama	35 a 44 anos	Ensino Superior completo ou mais	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Outros	‚nibus	NAO		Entre 15 e 30 min	Raramente
S∆o Lu°s - Cohama	S∆o Lu°s - Cohama	45 a 59 anos	Ensino Superior incompleto	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Lazer / Turismo	‚nibus	NAO		Entre 15 e 30 min	Raramente
S∆o Lu°s - Cohama	S∆o Lu°s - Cohama	18 a 24 anos	Ensino Superior incompleto	Entre 1 e 2 sal†rios m°nimos	Tarde (12h - 18h)	Lazer / Turismo	‚nibus	NAO		Entre 15 e 30 min	Raramente
S∆o Lu°s - Cohama	S∆o Lu°s - Cohama	45 a 59 anos	Ensino Fundamental completo	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Lazer / Turismo	‚nibus	NAO		Entre 15 e 30 min	Raramente
S∆o Lu°s - Cohama	S∆o Lu°s - Cohama	18 a 24 anos	Ensino Superior incompleto	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Estudo	‚nibus	SIM	‚nibus	Entre 1 e 1h30	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Cohama	35 a 44 anos	Ensino MÇdio completo	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO	‚nibus, Transporte por aplicativo (Uber, 99)	Entre 15 e 30 min	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Cohama	25 a 34 anos	Ensino MÇdio completo	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Entre 15 e 30 min	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Cohama	25 a 34 anos	Ensino Superior incompleto	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Outros	‚nibus	NAO		Entre 15 e 30 min	1 a 2 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Cohama	18 a 24 anos	Ensino Superior incompleto	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Trabalho	‚nibus	SIM	‚nibus	Entre 1 e 1h30	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Cohama	25 a 34 anos	Ensino Superior completo ou mais	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	SIM	‚nibus	Entre 1 e 1h30	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Cohama	35 a 44 anos	Ensino MÇdio incompleto	AtÇ 1 sal†rio m°nimo	Tarde (12h - 18h)	Outros	‚nibus	SIM	‚nibus	Entre 1 e 1h30	1 a 2 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Cohama	25 a 34 anos	Ensino Superior incompleto	Entre 2 e 4 sal†rios m°nimos	Tarde (12h - 18h)	Outros	‚nibus	SIM	‚nibus	Entre 1 e 1h30	Raramente
S∆o Lu°s - Cohama	S∆o Lu°s - Cohama	18 a 24 anos	Ensino MÇdio completo	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Menos de 15 min	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Cohama	18 a 24 anos	Ensino MÇdio completo	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Entre 15 e 30 min	Semanalmente
S∆o Lu°s - Cohama	S∆o Lu°s - Cohama	35 a 44 anos	Ensino MÇdio completo	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Sa£de (consultas mÇdicas, exames)	‚nibus	NAO		Menos de 15 min	Raramente
S∆o Lu°s - Cohama	S∆o Lu°s - Cohama	Menos de 18 anos	Ensino MÇdio incompleto	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Estudo	‚nibus	NAO		Menos de 15 min	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Cohama	25 a 34 anos	Ensino Superior incompleto	AtÇ 1 sal†rio m°nimo	Tarde (12h - 18h)	Sa£de (consultas mÇdicas, exames)	‚nibus	NAO		Entre 15 e 30 min	Raramente
S∆o Lu°s - Cohama	S∆o Lu°s - Zona Industrial	18 a 24 anos	Ensino MÇdio completo	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Entre 1h30 e 2h	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Zona Industrial	45 a 59 anos	Ensino Superior completo ou mais	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	SIM	‚nibus	Entre 30 min e 1h	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Zona Industrial	25 a 34 anos	Ensino Superior incompleto	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Trabalho	‚nibus	NAO		Entre 1 e 1h30	3 a 5 vezes por semana
S∆o Lu°s - Cohama	S∆o Lu°s - Zona Industrial	25 a 34 anos	Ensino MÇdio completo	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	SIM	‚nibus	Entre 1 e 1h30	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Zona Industrial	35 a 44 anos	Ensino MÇdio completo	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	SIM	‚nibus, Transporte por aplicativo (Uber, 99), Carona com alguÇm	Entre 1 e 1h30	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Zona Industrial	25 a 34 anos	Ensino MÇdio completo	Entre 1 e 2 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	SIM	‚nibus	Entre 1 e 1h30	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Zona Industrial	18 a 24 anos	Ensino MÇdio completo	AtÇ 1 sal†rio m°nimo	Manh∆ (5h - 12h)	Trabalho	‚nibus	SIM	‚nibus	Entre 1 e 1h30	Diariamente
S∆o Lu°s - Cohama	S∆o Lu°s - Zona Industrial	18 a 24 anos	Ensino MÇdio completo	Entre 2 e 4 sal†rios m°nimos	Manh∆ (5h - 12h)	Trabalho	‚nibus	SIM	Transporte por aplicativo (Uber, 99)	Maior que 2h	Semanalmente
